 X,Y,amenity,name,cuisine,addr:street,addr:housenumber,addr:postcode,phone,website,addr:city,opening_hours,addr:state,takeaway,delivery,outdoor_seating,wheelchair,drink:beer,drink:wine,addr:country,smoking,cocktails,diet:vegetarian,drink:liquor,toilets,reservation,drink:coffee,payment:cash,name:en,email,payment:credit_cards,bar,diet:vegan,fax,happy_hours,internet_access,toilets:unisex,description,toilets:wheelchair,drink:tea,payment:debit_cards,capacity
-73.9398066,40.7516213975452,restaurant,The Baroness,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5969655,40.8741069975452,restaurant,The Basil Leaf Cafe and Restaurant,italian,Birch Hill Road,7b,11560,(516) 676-6252,https://www.thebasilleafrestaurant.com/,Locust Valley,,NY,,,,,,,US,,,,,,,,,,,,,,(516) 676-4971,,,,,,,,
-73.911575,40.5646922975452,restaurant,The Bay House,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.9835829,43.2707257975452,restaurant,The Bay Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.9609571,43.0597153975452,restaurant,The Beach House,,East River Road,5584,14072,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,
-75.9260424,42.0959304975452,restaurant,The Beef,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.0344582,42.2233781975452,restaurant,The Belmont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9107431,41.4132552975452,restaurant,The Bird & Bottle Inn,,Old Albany Post Road,1123,10524,+1-845-424-2333,http://thebirdandbottleinn.com,Garrison,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.0512453,42.4454542975452,restaurant,The Bistro,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4590952,44.0446670975452,restaurant,The Bistro,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.989505,40.7257659975452,restaurant,The Black Ant,mexican,2nd Avenue,60,10003,+1-212-598-0300,https://www.theblackantnyc.com,,"Mo-We 16:00-23:00; Th-Fr 16:00-02:00; Sa 11:00-02:00; Su 11:00-22:00",,,,yes,,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,,,
-73.9190162,41.5983890975452,restaurant,The Blackboard Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7863698,40.8463428975452,restaurant,The Black Whale,seafood,City Island Avenue,279,,,,,"Tu-Fr 17:00-22:00; Sa 12:00-22:00; Su 10:00-14:00, 16:00-21:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.3596181,41.2559117975452,restaurant,The Blarney Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6936526,43.4489056975452,restaurant,TheBoathouseRestaurant,,,,,518.668.3332,https://www.cresthavenlodges.com/boathouse.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9933155,40.7197210975452,restaurant,theBoil,seafood,Chrystie Street,139,10002,,https://www.theboilny.com/,New York,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9920603,40.7266692975452,restaurant,The Bowery Market,,Bowery,348,10012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9854626,44.2884260975452,restaurant,"the breakfast club, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9881244,40.7456818975452,restaurant,The Breslin,gastropub,West 29th Street,16,10001,+1 212-679-1939,,New York,Mo-Su 07:00-02:00,NY,,no,no,yes,,,,no,,,,,,,,,,,,,,,,,,,,,
-73.9881746,40.7459976975452,restaurant,The Breslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.4318948,43.8863269975452,restaurant,The Brick Oven Inn,pizza,Main St,9595,13305,,https://www.thebrickoveninn.org/,Beaver Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.782506,42.8566910975452,restaurant,The Brick Tavern & Grille,"pizza;pasta",Clifton Country Road,54,12065,,,Clifton Park,,NY,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9849369,44.2905879975452,restaurant,The Brown Dog Cafe & Wine Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9424756,40.7469105975452,restaurant,The Burger Garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6352601,40.7248320975452,restaurant,The Burger Spot,burger,7th Street,150,11530,,,Garden City,"Su-Th 11:00-21:00, Fr-Sa 11:00-22:00",NY,yes,,yes,,,,,separated,,,,,,,,,,,,,,,,,,,,,40
-73.9126039,40.7005120975452,restaurant,The Bushwick Diner,"american;coffee;burger;bagel;sandwich;pastry",Wyckoff Avenue,299,11237,+1-718-552-2455,http://thebushwickbagelhousebrooklyn.com/,Brooklyn,24/7,NY,yes,yes,,yes,,,,,,yes,,yes,,,yes,,,yes,,,,,no,yes,,yes,,,
-73.9947851,40.7207158975452,restaurant,The Butcher Daughter,,Kenmare Street,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0060825,40.7363404975452,restaurant,The Butcher’s Daughter,,Hudson Street,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7445885,42.7686779975452,restaurant,The Byrd House,,North Buffalo Street,4190,14127,,,Orchard Park,,NY,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9838019,40.7239695975452,restaurant,The Cabin,,East 4th Street,205,10009,(212) 777-0454,https://thecabinnyc.com,New York,"Tu-Fr 16:00-02:00; Sa, Su 11:00-02:00",NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9853473,44.2874891975452,restaurant,The Cabin Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6150553,40.7392321975452,restaurant,The Capital Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0102022,40.7078506975452,restaurant,The Capital Grille,,Nassau Street,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0102895,40.7079039975452,restaurant,The Capital Grille - NY - Wall Street,,,,10271,+12123741811,http://www.thecapitalgrille.com,,"Mo-Fr 11:30-22:00; Sa 17:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7885768,42.2508558975452,restaurant,The Cascades,,,,,518 . 822 . 9146,https://www.thecascadeshudson.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.966693,40.6403649975452,restaurant,The Castello Plan,,Cortelyou Road,1213,11218,718-856-8888,http://thecastelloplan.com/,Brooklyn,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.9896515,40.7389172975452,restaurant,The Cellar,,Broadway,900,10003,+1-212-466-3340,http://beecherscellar.com,New York,"Su-We 17:00-23:00; Th-Sa 17:00-24:00",NY,,,,,,,,,,,,,,,,,email@beecherscellar.com,,,,,,,,,,,,
-77.0553892,42.1436505975452,restaurant,The Cellar,,West Market Street,21,14830,,,Corning,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.1324982,40.8641380975452,restaurant,The Cheesecake Factory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.409509,40.8204085975452,restaurant,The Cheesecake Factory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9229601,41.7021141975452,restaurant,The Chill Grill,american,Main Street,411,12601,+1 (845) 454-1115,http://thechillgrill.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.812851,40.7931633975452,restaurant,The Clinton Restaurant,italian,Clintonville Street,9-17,,+1-718-746-4800,www.theclintonrestaurant.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7712847,43.0726266975452,restaurant,The Club Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.9452839,41.0353714975452,restaurant,The Coast,sushi,South Euclid Avenue,41,11954,,www.thecoastmontauk.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0310074,43.0243999975452,restaurant,The Cock 'n' Bull,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.729261,40.6177271975452,restaurant,The Coffee Bar,,Central Avenue,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9723289,40.7522777975452,restaurant,The Comfort Diner,diner,East 45th Street,214,10017,+1 212-867-4555,http://www.comfortdiner.com,New York,"Mo-Fr 07:30-22:00; Sa-Su 08:00-22:00",,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9558034,40.7139513975452,restaurant,The Commodore,,Metropolitan Avenue,366,11211,,,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6689226,43.0864942975452,restaurant,The Commons,,,,,,https://finweb.rit.edu/diningservices/commons/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.035345,43.0952709975452,restaurant,The Como Restaurant And Lounge,italian,Pine Avenue,2220,14301,+1 716 285 9341,https://www.comorestaurant.com/,Niagara Falls,"Mo-Fr 11:00-20:00, Sa 11:30-21:00, Su 11:30-20:00",NY,yes,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,
-73.876584,41.0141837975452,restaurant,The Cookery,,Chestnut Street,39,10522,,,Dobbs Ferry,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.832554,40.7593403975452,restaurant,The COOP Restaurant and Bar,korean,Prince Street,39-16,11354,(718) 358-9333,http://thecoopnyc.com,Flushing,"Su-We 12:00-02:00; Th-Sa 12:00-02:00",NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9135566,40.7459273975452,restaurant,The Copper Kettle,pub,Skillman Avenue,50-24,11377,,,Woodside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.012912,40.6771669975452,restaurant,The Copper Pot,"american;latin_american;brunch",,,,+1-929-276-3330,https://www.copperpotbk.com,,"Tu-Fr 12:00-22:30; Sa 10:00-22:30; Su 10:00-16:00",,,,,,draught,yes,,,yes,,yes,,,,,,,,,,,,,,,,,,
-73.90894,42.0586804975452,restaurant,The Corner,"american;international;mediterranean;local",Broadway,53,12583,,,Tivoli,,NY,yes,no,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,
-73.1512992,40.8347218975452,restaurant,The Corner Cafe,,Smithtown Blvd,204,11767,+1-631-265-5267,https://www.cornercafe204.com/,Nesconset,"Su-Tu 07:00-15:00; We-Sa 07:00-20:00",NY,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurant, Burger , Breakfast, Lunch, Dinner, Sandwich , Brunch, Catering , Family Restaurant , American Food",,,,
-73.7527846,40.6040479975452,restaurant,The Corner Coffee Shop,,Mott Avenue,16-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9794104,40.7820354975452,restaurant,The Cottage,chinese,Amsterdam Avenue,360,10024,,http://cottagerestaurantnyc.com/,New York,"Su-Th 11:30-23:15; Fr-Sa 11:30-24:00",NY,yes,,no,,,,US,outside,,,,,,,,,,,,,,,,,,,,,
-73.9824297,44.2934591975452,restaurant,The Cottage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9868258,40.7552841975452,restaurant,The Counter,,Times Square,5,10036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9867751,40.7557297975452,restaurant,The Counter,,West 41st Street,7,,+1-212-997-6801,https://www.thecounter.com/,,"Mo-We, Su 11:00-23:00; Th 11:00-00:00; Fr, Sa 11:00-01:00",,yes,,,limited,,,,,,yes,,,,,,,,yes,,,,,,,,,,,
-73.9554168,40.6772869975452,restaurant,The Crabby Shack,seafood,Franklin Avenue,613,11238,+1-718-484-1507,,,"Mo,We,Th 15:00-22:00; Fr 15:00-23:00; Sa 13:00-23:00; Su 15:00-21:00",,,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9842044,40.7451081975452,restaurant,The Crooked Knife,"irish; coffee",East 30th Street,29,,+1-212-696-2593,http://www.thecrookedknife.com/,,Mo-Su 11:00-04:00,,yes,,,,,,,,,,,yes,yes,,yes,,,yes,,,,Mo-Su 15:00-20:00,,,,,,,
-73.5976045,40.7352138975452,restaurant,The Cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5998041,43.1429614975452,restaurant,The Cub Room,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.2995828,41.6018505975452,restaurant,The Cup & Saucer Diner,,Boniface Drive,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9851703,44.2914711975452,restaurant,The Dancing Bears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0049639,40.7409718975452,restaurant,The Diner,,9th Avenue,44,10011,,http://www.thedinernyc.com/,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.4406776,43.0329787975452,restaurant,The Distillery,american,Square Drive,10,14564,,https://www.thedistillery.com/,,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-77.6742254,43.2058346975452,restaurant,The Distillery,"regional;american;bar&grill",Paddy Creek Circle,300,14615,,,Rochester,,NY,yes,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,
-73.950022,40.7839008975452,restaurant,The District Bar & Restaurant,,3rd Avenue,1679,10128,+1 212-289-2005,http://thedistrictbarnyc.com,,"Mo-Fr 11:00-04:00; Sa, Su 10:00-04:00",,,yes,yes,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,
-73.9181948,40.7464624975452,restaurant,The Dog and Duck,,Skillman Avenue,45-20,11104,,,Sunnyside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7794585,40.6785665975452,restaurant,The Door,,Guy R Brewer Boulevard,122-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.3523205,41.0835761975452,restaurant,The Dory,,North Ferry Road,185,11965,6317494300,,Shelter Island Heights,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.9475594,40.7809852975452,restaurant,The Drunken Munkey,indian,East 92nd Street,338,,+1-646-998-4600,http://www.drunkenmunkeynyc.com,,"Fr, Sa 11:00-03:00; Mo-Th, Su 11:00-02:00",,yes,yes,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,45
-73.9475288,40.7809516975452,restaurant,The Drunken Munkey,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0021692,40.7265551975452,restaurant,The Dutch,,Sullivan Street,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7693267,43.0737975975452,restaurant,The Easy Goer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6894601,42.6693376975452,restaurant,The Eatery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6601315,42.7050880975452,restaurant,The Eatery: Carol's Place,,Pawling Avenue,,,,,Troy,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9460727,40.8198671975452,restaurant,The Edge,,Edgecombe Avenue,101,10030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9658056,40.8006763975452,restaurant,The Ellington,,Amsterdam Avenue,936,10025,,https://theellingtonny.com/,New York,"Su-Th 11:00-02:00; Fr-Sa 11:00-04:00",NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-76.2911152,42.5525222975452,restaurant,The Elm Tree Inn,,,,,,http://www.peacocks-elm-tree-inn.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0112322,40.7064596975452,restaurant,The Exchange,american,Broad Street,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.6485628,42.5367130975452,restaurant,The Falls Restaurant,"american;diner;breakfast;burger;fish_and_chips;local;pancake;sandwich",East Main Street,214,14886,6073879761,http://fallsrestaurantandtavern.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9378803,40.8035129975452,restaurant,The Famous Jimbo's Hamburgers Palace,,Lexington Avenue,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9675352,40.6395540975452,restaurant,The Farm on Adderley,new_american,Cortelyou Road,1108,11218,7182873101,thefarmonadderley.com,Brooklyn,"Mo-Su 11:00-15:00, 17:30-23:00",NY,,no,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,
-73.9918344,40.7152479975452,restaurant,The Fat Radish,English,Orchard Street,17,10002,,,New York,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.6972951,43.1330020975452,restaurant,The Fieldstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9628977,40.6869135975452,restaurant,The Finch,,Greene Avenue,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7915302,43.0270125975452,restaurant,The Finish Line Restaurant & Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3932788,42.1600080975452,restaurant,The Fish,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6596325,40.6399445975452,restaurant,The Fishery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.1496243,43.0497694975452,restaurant,The Fish Friar,seafood,East Washington Street,225-231,,,https://www.thefishfriar.com,,"Tu-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 16:00-21:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.969238,40.7605307975452,restaurant,The Fitz,,Lexington Avenue,687,10022,,http://www.fitzpatrickhotels.com/fitzpatrick-manhattan-the-fitz.shtml,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9855015,40.7685603975452,restaurant,The Flame,"greek;diner",9th Avenue,893,10019,+1 212-765-7962,http://www.theflamediner.com/,New York City,24/7,,yes,06:00-24:00,,yes,,,,,,,,,,yes,,,,,,,+1 212-765-7965,,,,,,yes,,
-73.9536244,40.6646551975452,restaurant,The Food Sermon,caribbean,Rogers Avenue,355,11225,,,Brooklyn,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7881867,42.6532601975452,restaurant,The Fountain Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.3597687,41.1022163975452,restaurant,The Frisky Oyster,,Front Street,27,,(631) 477-4265,http://www.thefriskyoyster.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5782137,43.1483717975452,restaurant,The Frog Pond,,Park Avenue,652,14607,,,Rochester,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6747704,40.6551018975452,restaurant,The Gallery Four Italian Restaurant,italian,Broadway,93,11563,,,Lynbrook,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.8412149,43.0025358975452,restaurant,The Gallery Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4310822,44.1824178975452,restaurant,The Galley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7548213,42.8478310975452,restaurant,The Gardenview,,Union Road,1744,,,http://www.thegardenviewrestaurant.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9810484,40.7413730975452,restaurant,The Gem Saloon,,3rd Avenue,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.9817977,42.8681156975452,restaurant,The GF Restaurant,,Castle Street,10,14456,,,Geneva,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.778065,42.6619617975452,restaurant,The Ginger Man,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7214248,40.6235767975452,restaurant,The G.O.A.T.,,Central Avenue,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0142773,40.6759642975452,restaurant,The Good Fork,korean,Van Brunt Street,391,11231,718.643.6636,https://www.goodfork.com/,Brooklyn,"Tu-Sa 17:30-22:30; Su 17:30-22:00; Sa-Su 10:00-15:00",NY,,,yes,,,,US,no,,,,,,,,,,,,,,,,,,,,,
-73.9400245,41.6982817975452,restaurant,The Grandview,,Rinaldi Boulevard,176,12601,,,Poughkeepsie,,NY,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9493514,40.8225320975452,restaurant,The Grange,american,Amsterdam Avenue,1635,10031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.665896,40.7069222975452,restaurant,The Greene Turtle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.3044093,43.0393646975452,restaurant,The Green Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0006577,40.7406022975452,restaurant,The Grey Dog,american,West 16th Street,242,10011,,,New York,"Su, Mo 07:00-22:30; Tu-Fr 07:00-23:30; Sa 07:30-23:30",NY,yes,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,
-73.9931439,40.7337802975452,restaurant,The Grey Dog,"sandwich;burger;salad",University Place,90,,+1-212-966-1060,https://thegreydog.com/,,"Mo-Fr 07:30-22:00; Sa, Su 08:15-22:00",,yes,yes,,yes,yes,yes,,,,yes,,yes,,,yes,,,,,,,Mo-Fr 16:00-18:00,wlan,yes,,,yes,yes,
-73.9957088,40.7229612975452,restaurant,The Grey Dog,"sandwich;salad;brunch",Mulberry Street,244,,+1-212-966-1060,https://thegreydog.com/,,"Mo-Fr 07:30-22:00; Sa, Su 08:15-22:00",,yes,,yes,yes,yes,yes,,,yes,,,yes,,yes,yes,,,yes,,,,Su-Mo 16:00-18:00,wlan,yes,,yes,yes,,
-74.003915,40.7300039975452,restaurant,The Grey Dog,,Carmine Street,49,,,https://www.thegreydog.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0123841,40.7057076975452,restaurant,The Grotto,pizza,New Street,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4983574,44.6970172975452,restaurant,The Ground Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0103326,40.7044264975452,restaurant,The Growler,,South William Street,15,10004,,http://www.thegrowlernyc.com/,New York,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7757542,40.6731632975452,restaurant,The Guy & Friends,,Guy R Brewer Boulevard,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9177966,40.7389983975452,restaurant,The Haab Mexican Cafe,,48th Avenue,47-22,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9844226,40.7322882975452,restaurant,The Halal Guys,,East 14th Street,307,10003,(212) 533-7707,http://www.thehalalguysny.com/,New York,Mo-Su 10:00-04:00,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.4959494,40.8841181975452,restaurant,The Hampton Maid,,,,,,http://www.hamptonmaid.com/,,Mo-Su 07:00-13:00,,,,,,,,,,,,,,,,,,info@hamptonmaid.com,,,,,,,,,,,,
-73.9884959,40.7482961975452,restaurant,The Harold,"american;breakfast",Broadway,1271,,+1-212-686-1888,http://www.theharoldnyc.com,,"Mo-Fr 07:00-23:00; Sa-Su 08:00-23:00",,,,,,draught,yes,,,yes,yes,yes,,,,,,,,yes,,,Mo-Fr 15:00-18:00,,,,,,,
-73.9799108,40.7517125975452,restaurant,The Heavenly Burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9348447,40.8450432975452,restaurant,The Heights Bar and Restaurant,,Audobon Avenue,203,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
-73.9663307,40.8051606975452,restaurant,The Heights Bar & Grill,,,,,,,,"Sa-Su 11:00-16:00; Mo-Fr 11:00-16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0020772,40.7080782975452,restaurant,The Hideaway Seaport,american,Peck Slip,22,10038,+12123852222,http://www.thehideawayseaport.com,,"Su-We 12:00-00:00; Th-Sa 12:00-01:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.0177851,42.7099486975452,restaurant,The Hole in the Wall,"pizza;burger;sandwich;american",Standpipe Road,7056,14530,+1-585-237-3003,http://www.holeinthewallperry.com/,Perry,"Mo, Tu off; We, Th 11:30-20:30; Fr, Sa 11:30-21:00; Su 11:30-19:00",NY,yes,,no,yes,,,,,,yes,,,,,,,info@thehitw.com,,yes,yes,,,yes,,,,,,
-73.7507607,42.6523075975452,restaurant,The Hollow,,North Pearl Street,79,12207,528-426-8550,,Albany,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-74.0796835,40.6291335975452,restaurant,The Hop Shop,,Van Duzer Street,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9685194,40.7552533975452,restaurant,The Horny Ram,american,2nd Avenue,951,,+1-917-261-4136,https://www.thehornyramnyc.com/,,Mo-Su 11:30-04:00,,,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,,,,Mo-Su 16:00-19:00,,,,,,,
-73.9957765,40.7391381975452,restaurant,The Hummus & Pita Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7586823,42.6576588975452,restaurant,The Hungry Hollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9455032,40.7468469975452,restaurant,The Inkan,peruvian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9916918,43.6760897975452,restaurant,The Inn on Gore Mountain,,Peaceful Valley Road,711,12853,,http://www.innongore.com/index.asp,North Creek,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-76.1468707,43.0496331975452,restaurant,The Jamerican Diner,jamaican,East Washington Street,415,13202,315 424 7090,http://thejamericandiner.com/,Syracuse,"Mo-We 07:00-15:00; Th-Fr 07:00-18:00",NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-74.0066143,40.7074441975452,restaurant,The Ketch Brewhouse,,Platt Street,6,10038,+12122739296,http://www.ketchrestaurant.com,,"Mo-Fr 06:30-02:00; Sa-Su 07:00-02:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8595216,40.7525408975452,restaurant,The King of Empanadas,,108th Street,37-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8674171,40.8997639975452,restaurant,The Kitchen,american,Katonah Avenue,4330,10470,(718) 798-1002,https://thekitchenbronx.com,Bronx,Mo-Su 07:00-01:00,NY,,,,limited,,,,,,yes,,,,,,,,,,,,,,,,,,,
-75.919933,44.3370203975452,restaurant,The Kitchen at Captain Visger,"regional;international",Church Street,2,13607,315-681-3422,,Alexandria Bay,Mo-Su 4:00 pm to 9:00pm,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9871706,40.7477457975452,restaurant,The Kunjip,korean,West 32nd Street,32,10001,+1 212-564-8238,https://www.kunjip.com,,"Su 00:00-03:00,06:30-03:00; Mo,Tu 06:30-03:00; We 06:30-24:00; Th-Sa 00:00-24:00",,,,,yes,yes,yes,,,yes,,,yes,yes,,yes,,,,,,,,,,,,,,140
-73.7145687,43.4206847975452,restaurant,The Lake George Pancake House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
