house_name,LNG,LAT,price,streetAddress,postcode,house_type,ZCTA,nearest_3theaters_index,most_common_cuisine,num_rests_within_500m,nearest_5rests_index,distance_from_subway,nearest_subway
BEAUTIFUL 3 BEDROOM AND 1.5 BATHS NO BROKERS FEE,-73.9149,40.7627,"$2,750",,11103,Apartment,11103,"[6, 74, 62]",sushi,10,"[219, 1263, 13, 100, 112]",262.8601092784736,46 St
"$2,ooo 2Br's(2-Units)Building w/Rooftop - Pet Friendly",-73.924376,40.743333,$2,,11104,Apartment,11104,"[74, 6, 62]",colombian,9,"[1247, 735, 1117, 1079, 337]",42.340261028777014,40 St-Lowery St
🏡 W/D IN UNIT🏡RENOVATED 2 BED🏡PRIVATE ROOFTOP🏡NO FEE🏡LOCATION🏡,-73.916831,40.681101,"$2,400",Marion,11233,Apartment,11233,"[74, 6, 112]",chinese,12,"[578, 926, 671, 60, 131]",165.10464929060694,Halsey St
🏡NO FEE🏡PRIVATE BALCONY🏡STUNNING STUDIO🏡CALL TODAY🏡NO FEE🏡,-73.953856,40.700165,"$1,800",Lee,11206,Apartment,11206,"[74, 112, 1]",latin_american,3,"[54, 1196, 485, 782, 272]",211.43351287663396,Hewes St
🏡 LAUNDRY IN BUILDING🏡COZY STUDIO🏡NO FEE🏡PET OK🏡LOCATION!!🏡,-73.9274,40.6907,"$1,695",Van Buren,11221,Apartment,11221,"[74, 6, 112]",mexican,36,"[524, 1475, 1284, 977, 717]",177.01908285121436,Kosciuszko St
NO FEE Studio in East Village (w/ VIRTUAL TOUR),-73.984009,40.729381,"$1,650",11th St,10003,Apartment,10003,"[75, 99, 103]",mexican,90,"[1216, 232, 589, 969, 668]",257.91939578040297,3 Av
NO FEE - MUST SEE! High End 2 BR Apartment Available NOW!,-73.913417,40.699492,"$2,300",347 Linden St,11237,Apartment,11237,"[74, 6, 62]",mexican,81,"[1419, 882, 1060, 298, 732]",114.7690642678781,Myrtle-Wyckoff Avs
Reduced Security Deposit,-73.9967,40.7484,"$2,900",,10116,Apartment,10001,"[96, 98, 108]",american,42,"[1215, 988, 785, 1044, 895]",167.56914726324464,23 St
"Renovated, Spacious, Laundry in Unit, and Sun Drenched",-73.9967,40.7484,"$2,800",,10116,Apartment,10001,"[96, 98, 108]",american,42,"[1215, 988, 785, 1044, 895]",167.56914726324464,23 St
New Updates Throughout Unit | Laundry + Outdoor Space!,-73.933461,40.689945,"$2,083",Stuyvesant,11221,Apartment,11221,"[74, 6, 112]",american,13,"[741, 803, 701, 473, 717]",331.0007954702181,Myrtle Av
BEAUTIFULLY REMODELED SECOND FLOOR APARTMENT FOR RENT,-73.903356,40.71163,"$2,600",62-82 60th Place,11378,Apartment,11385,"[74, 6, 62]",pizza,76,"[650, 581, 400, 183, 492]",224.34705858375818,Forest Av
All New Renovations - 2 Bedrooms Apt - No Brokers Fee -Please Read Ad,-73.882188,40.668449,"$1,945",Elton St,11207,Apartment,11207,"[74, 6, 62]",,0,"[1480, 520, 683, 1468, 1109]",221.0966531523067,New Lots Av
NO FEE--Brand New Upscale 3 bedroom 2 bath $2800- tree lined street,-73.781,40.9002,"$2,900",,10805,Apartment,10464,"[6, 74, 62]",italian,1,"[891, 209, 625, 76, 305]",5444.775056870017,Pelham Bay Park
NO FEE - MUST SEE! High End 3 BR Apt - Balcony/Rooftop,-73.957904,40.708427,"$3,200",Broadway,11211,Apartment,11211,"[112, 1, 74]",latin_american,7,"[225, 1196, 1423, 1105, 366]",16.47866734243508,Marcy Av
Large 1 Bedroom Pelham Parkway,-73.8712,40.8737,"$1,600",,10467,Apartment,10467,"[6, 74, 62]",,0,"[678, 1344, 21, 945, 184]",454.58745409828816,Burke Av
BRIARWOOD- LUXURY RENOVATED 2BR/2BTH/BALCONY APARTMENT $2525,-73.8111,40.7029,"$2,525",Van Wyck Expressway,11435,Apartment,11435,"[6, 74, 62]",,0,"[500, 29, 86, 138, 67]",90.54723520144557,Sutphin Blvd
"FOREST HILLS, PARK BRIAR, RENOVATED 1BR/1BTH $2199",-73.8473,40.7229,"$2,199",Queens Boulevard,11375,Apartment,11375,"[6, 74, 62]",glatt_kosher,2,"[1164, 743, 1239, 222, 724]",311.2660749613566,Forest Hills-71 Av
2 bedrooms available in Prospect Heights,-73.9798,40.6816,"$1,500",,11217,Apartment,11217,"[60, 24, 58]",brunch,44,"[955, 1449, 688, 917, 798]",127.03551323834378,Atlantic Av-Barclays Ctr
JAMAICA ESTATES RENO ALCOVE STUDIO IN LUXURY BUILDINGS $1595,-73.7944,40.7119,"$1,599",Wexford,11432,Apartment,11432,"[6, 74, 62]",chinese,6,"[1155, 49, 356, 67, 86]",99.0132997373682,169 St
NO FEE! JAMAICA HILLS RENO ALCOVE STUDIO LUXURY BLDINGS,-73.7944,40.7119,"$1,599",Highland,11432,Apartment,11432,"[6, 74, 62]",chinese,6,"[1155, 49, 356, 67, 86]",99.0132997373682,169 St
3 BR 1 BATH IN HEART OF BAY RIDGE!,-74.0303,40.6251,"$2,000",,11209,Apartment,11209,"[61, 35, 73]",middle_eastern,4,"[460, 474, 1003, 505, 187]",224.0074169150515,86 St
1br apt in brand new building. No fee,-73.954178,40.65241,"$2,245",123 linden blvd,11226,Apartment,11226,"[112, 1, 74]",guyanese,1,"[1274, 444, 1074, 542, 485]",461.1521312151296,Winthrop St
"Larchmont 2 bedroom, Spacious & Updated, Pet friendly, Near town $2125",-73.7571,40.9351,"$2,125",,10538,Apartment,10464,"[6, 74, 62]",,0,"[890, 891, 20, 625, 281]",7524.578682216745,Jamaica-179 St
"2BR APT  IN BENSONHURST,ON FIRST FLOOR",-74.020042,40.629822,"$2,200",76ST,11209,Apartment,11209,"[61, 87, 73]",,0,"[505, 1026, 1003, 460, 474]",402.8890727198115,Bay Ridge Av
Studio for Rent $1900 December 1,-73.979112,40.692766,"$1,900",,11256,Apartment,11201,"[24, 60, 58]",brunch,16,"[798, 721, 955, 846, 143]",206.84760479372218,Nevins St
TOP FLOOR=RENOVATED=MASSIVE CLOSET SPACE=HIGH END CONDO FINISHES,-74.0025,40.7185,"$2,900",,10278,Apartment,10013,"[107, 72, 55]",italian,82,"[1163, 1191, 1021, 940, 159]",86.54210416026741,Canal St
NEW CONSTRUCTION-LUXURY 1BR APT -SPACIOUS-D.WASHER -SHARED BACKYARD -,-73.927034,40.684584,"$2,187",Halsey St,11221,Apartment,11233,"[74, 6, 112]",chinese,9,"[524, 1284, 431, 977, 409]",334.4580841323548,Kosciuszko St
"True 2BR on E 95th St - Amazing price, great location, NO FEE!!",-73.946604,40.783125,"$2,000",315 E 95th St,10128,Apartment,10128,"[74, 6, 62]",thai,49,"[504, 1467, 306, 615, 461]",71.1245204468828,96 St
Beautiful true 1BR apt ~ Tons of storage ~ No Fee ~ Close to train,-73.949125,40.779202,"$1,775",316  E89th St,10128,Apartment,10128,"[74, 6, 62]",thai,69,"[111, 4, 1318, 351, 77]",269.9508418367565,96 St
East 11th St & University Place* Massive Sunny Renovated* Queen Size B,-73.993675,40.733315,$2900.00,,10276,Apartment,10003,"[8, 79, 31]",american,65,"[403, 1337, 960, 327, 162]",148.0418153240182,8 St-NYU
No fee ___ Spectacular 2BR for rent __ Landmark brownstone __,-73.947631,40.681315,"$2,650",Macon St,11216,Apartment,11216,"[74, 112, 1]",caribbean,6,"[857, 609, 57, 440, 485]",311.9572311859098,Nostrand Av
GREAT LOCATION! GREAT LAYOUT! GREAT RATE! 2BED APT AVAILABLE!,-73.4358,41.1222,"$1,995",32  Prospect Street,6850,Apartment,10464,"[6, 74, 62]",,0,"[527, 559, 575, 476, 127]",39086.75607705513,Far Rockaway-Mott Av
"Renovate 2 bed apt, 1st FL, 2 min walk to train,15min to Manhattan",-73.903218,40.695117,"$1,850",Norman St,11237,Apartment,11385,"[74, 6, 62]",chinese,85,"[586, 715, 19, 665, 594]",97.44873799550743,Halsey St
Modern Unit in Prime Williamsburg | W/D in Unit + Natural Light,-73.957171,40.712817,"$2,623",Grand,11211,Apartment,11211,"[112, 74, 1]",latin_american,7,"[1238, 1423, 1196, 225, 1105]",141.8356666576484,Bedford Av
🛑CLINTON HILL🛑SUNNY LARGE 2BR/2BATHB/BACKYARD/LAUNDRY @G TRAIN,-73.957837,40.688367,"$2,590",Clifton Pl.,11205,Apartment,11238,"[112, 1, 74]",mexican,11,"[1380, 542, 1463, 1330, 1307]",241.22921529484157,Franklin Av
"***GREAT DEAL ON THIS 1 BEDROOM W/ELEVATOR, LAUNDRY AND SO MUCH MORE!*",-73.9175,40.86967,$1900.00,,10034,Apartment,10034,"[6, 74, 62]",mexican,12,"[823, 539, 259, 610, 414]",213.9984742943467,207 St
Charming Studio in Park Slope,-73.977455,40.680853,"$1,875",St Marks Pl,11217,Apartment,11217,"[24, 60, 58]",mexican,40,"[1057, 143, 1140, 593, 721]",110.13198290545317,Atlantic Av-Barclays Ctr
Bayridge 3 bedrooms 2 baths with parking and backyard,-73.950282,40.783891,"$3,000",3 Ave,10128,Apartment,10128,"[74, 6, 62]",italian,75,"[118, 705, 663, 290, 77]",103.32071777363795,96 St
**** 3rd Floor Studio Great Location***,-74.006,40.7143,"$1,428",,10156,Apartment,10007,"[61, 87, 73]",american,41,"[1390, 365, 848, 126, 139]",113.13271066190498,City Hall
WS=ALL AMENITIES INCLUDED=ECO FRIENDLY LUXURY HIGH RISE,-74.007,40.7139,"$3,000",,10156,Apartment,10007,"[61, 73, 87]",american,39,"[1089, 1225, 1390, 1168, 1045]",19.090700929872966,City Hall
10/1 Clinton Hill studio with outdoor space - A/C at Franklin,-73.953588,40.681728,"$1,995",101 Jefferson Ave,11216,Apartment,11216,"[112, 74, 1]",mexican,9,"[485, 1330, 542, 57, 54]",242.8954295201724,Bedford-Nostrand Avs
4 BEDROOM 2 BATHROOM BUSHWICK BEAUTY!,-73.913705,40.690847,"$3,100",1205 Jefferson Ave,11221,Apartment,11221,"[74, 6, 112]",mexican,62,"[274, 60, 926, 282, 34]",302.45792452367766,Myrtle-Wyckoff Avs
CLINTON HILL * 1BR IN PRIME LOCATION * H/HW INC * A C S TRAINS,-73.955927,40.681562,"$1,833",Franklin ave,11216,Apartment,11238,"[112, 1, 74]",japanese,4,"[1330, 542, 485, 883, 54]",31.701026693099454,Franklin Av
No fee ___ Spectacular 3BR / 2BA for rent __ Pre-war brownstone __,-73.954829,40.687977,"$3,850",Greene Av,11216,Apartment,11216,"[112, 74, 1]",latin_american,5,"[485, 54, 1330, 542, 57]",153.92562578042035,Bedford-Nostrand Avs
No fee ___ Spectacular 3BR in prime location __ Brownstone __ Must see,-73.96949,40.686288,"$3,665",Clermont Av,11205,Apartment,11238,"[24, 60, 75]",sushi,8,"[40, 1230, 672, 9, 354]",299.92123751054766,Clinton-Washington Avs
No fee ___ Spectacular 2BR parlor-level __ Townhouse __ Must see,-73.956403,40.684799,"$2,799",Franklin Av,11216,Apartment,11238,"[112, 1, 74]",latin_american,6,"[1330, 542, 485, 54, 57]",116.13593501771743,Franklin Av
No fee ___ Spectacular 3BR / 2BA for rent __ Limestone building __,-73.94977,40.677652,"$2,979",Pacific St,11216,Apartment,11216,"[74, 112, 1]",caribbean,6,"[609, 857, 1293, 57, 485]",112.50119842327875,Nostrand Av
2 Bedroom Apartment For Rent in Parkchester!,-73.856987,40.840138,"$2,100",,10462,Apartment,10462,"[6, 74, 62]",mexican,1,"[1295, 184, 536, 21, 412]",476.3718518377681,Parkchester
Efficiency for rent! You won't be disappointed!,-73.902845,40.936044,"$2,150",20 Water Grant St,10702,Apartment,10471,"[6, 74, 62]",,0,"[529, 925, 198, 414, 259]",1518.7706293854133,Van Cortlandt Park-242 St
--==Queen/King Size Bedrooms --FULL WALLS ALREADY UP -- 700SQ FT ==---,-74.00874,40.705635,$2197.00,,10005,Apartment,10005,"[61, 73, 87]",thai,33,"[1, 36, 458, 367, 2]",54.05851521476461,Wall St
One Bed Room,-73.7951,40.7374,"$1,480",163 Street,11365,Apartment,11365,"[6, 74, 62]",colombian,1,"[1370, 1155, 49, 356, 880]",852.1113210407519,169 St
Sunny(LARG)2BR-Ceiling Fans-French Drs-EIK-DW-WIC-Central Park-Q/4/5/6,-73.9529,40.7763,"$2,500",E 83 Street,10028,Apartment,10028,"[74, 6, 62]",italian,62,"[200, 375, 202, 105, 52]",133.07216195828124,86 St
Apartments in Staten Island by Atlantic Management  718-979-1400,-74.111409,40.564987,"$1,695",Ebbitts Street,10306,Apartment,10306,"[35, 110, 42]",,0,"[369, 924, 1172, 737, 435]",465.8573809313284,Grant City
NO FEE; By Astoria park: 3 bedroom available 10/1/20,-73.926702,40.774822,"$2,700",18th street,11102,Apartment,11102,"[6, 74, 62]",juice,5,"[1426, 862, 532, 691, 750]",421.7396299372119,Broadway
APARTMENTS AVAILABLE,-73.8495,40.8702,"$1,900",,10469,Apartment,10469,"[6, 74, 62]",,0,"[536, 1295, 21, 184, 501]",347.1100917394582,Gun Hill Rd
"No fee! Super cool 3-bed w/ dishwasher, Central AC, laundry, roof deck",-73.908033,40.689584,"$2,198",Schaefer St,11221,Apartment,11207,"[74, 6, 62]",chinese,76,"[110, 1453, 427, 511, 176]",339.2813383935269,Chauncey St
Unbeatable deal on a 3 BR STUNNER in PRIME Boerum Hill! No fee!,-73.991094,40.688571,"$2,999",Pacific St,11245,Apartment,11201,"[58, 91, 46]",american,20,"[114, 267, 657, 258, 81]",78.74217262704686,Bergen St
No Broker Fee 1Br + Den Apartment in New Building,-73.983995,40.717414,"$2,795",Ridge,10002,Apartment,10002,"[60, 24, 103]",mexican,51,"[858, 623, 304, 604, 300]",383.72962622438297,Delancey St-Essex St
🔥 🔥___ 2 DORMITORIOS 🔥 ALL INCLUDED🔥 65PL & MAURICE AVE __🔥🔥,-73.8602,40.7278,"$1,500",65PL,11374,Apartment,11374,"[6, 74, 62]",Jewish,6,"[640, 836, 140, 271, 73]",168.43981549911052,63 Dr-Rego Park
DEAL ALERT!!! 3 bed in Bedstuy!!,-73.923288,40.688604,"$2,300",814 Monroe st,11221,Apartment,11221,"[74, 6, 112]",mexican,37,"[1446, 131, 557, 1222, 622]",117.52285945517077,Gates Av
Gorgeous 4 Bed/1 Bath in Bushwick | No Fee,-73.906544,40.689791,"$2,299",decatur st,11237,Apartment,11207,"[74, 6, 62]",chinese,76,"[427, 1453, 612, 442, 511]",258.43751605869943,Bushwick Av-Aberdeen St
***WINTER RENTAL 3 Br with OCEAN VIEW JUST RENOVATED***,-73.69954,40.584219,"$2,500",Connecticut ave,11509,Apartment,11691,"[6, 74, 62]",,0,"[927, 336, 90, 888, 787]",6242.389337734844,Far Rockaway-Mott Av
🔥 🔥__3 DORMITORIOS 🔥 TRAIN J +ALL INCLUDED🔥86TH JAMAICA AVE __🔥,-73.8585,40.6913,"$1,700",86TH STREET,11421,Apartment,11421,"[6, 74, 62]",,0,"[1134, 724, 771, 140, 640]",171.53083870260065,85 St-Forest Pkwy
STUNNING 4BR/1.5BA In Bushwick!,-73.913946,40.689409,"$2,750",565 Evergreen Ave,11221,Apartment,11221,"[74, 6, 112]",mexican,60,"[60, 274, 926, 282, 192]",305.26404931160226,Halsey St
3BR 2BATH 2FL FOR RENT $2500,-73.797853,40.688627,"$2,500",brinkerhoff ave,11499,Apartment,11435,"[6, 74, 62]",american,2,"[1131, 67, 86, 49, 29]",554.0822486145897,Jamaica Center-Parsons/Archer
BRAND NEW 3BR 1BATH 2ND FL HOME,-73.7559,40.6645,"$2,500",,11413,Apartment,11413,"[6, 74, 62]",,0,"[713, 635, 655, 642, 530]",1882.8147575063415,Far Rockaway-Mott Av
2 BR 1BATH FOR RENT. ALL UTILITIES INCLUDED,-73.8514,40.6838,"$1,850",,11416,Apartment,11416,"[6, 74, 62]",,0,"[724, 743, 1239, 222, 640]",122.6235489560126,88 St
studio in an elevator building,-73.815722,40.718731,"$1,300",,11424,Apartment,11367,"[6, 74, 62]",italian,1,"[29, 138, 852, 377, 180]",516.6927573589211,Jamaica-Van Wyck
Luxury Duplex 4 BR / 2 BATH Now Offering 1 Month Free,-73.928868,40.693215,"$3,500",Kosciuszko Street,11221,Apartment,11221,"[74, 6, 112]",mexican,34,"[1475, 1284, 717, 1291, 212]",7.165003080896124,Kosciuszko St
Luxury 1 BR/1 BATH Now Offering 2 Months Free,-73.958292,40.679831,"$2,100",Atlantic Avenue,11238,Apartment,11238,"[112, 1, 74]",mexican,9,"[542, 883, 1330, 568, 485]",167.47209184172613,Franklin Av
Luxury 1 BR / 1 BATH In Williamsburg Now Offering 1 Month Free,-73.951116,40.710957,"$2,666",Grand Street,11211,Apartment,11206,"[74, 112, 1]",italian,10,"[272, 1283, 469, 782, 767]",65.64757465580014,Metropolitan Av
Massive 2 BR / 1 BATH With Backyard Now Offering 1.5 Months Free,-73.953516,40.681383,"$2,750",Halsey Street,11216,Apartment,11216,"[112, 74, 1]",mexican,9,"[485, 1330, 57, 542, 54]",253.38992553629296,Bedford-Nostrand Avs
2 Beds 1 Bath Apartment in BUSKWICK NO FEE,-73.922162,40.693239,"$3,070",412 Evergreen av,11221,Apartment,11221,"[74, 6, 112]",mexican,47,"[22, 1222, 1005, 622, 404]",111.78449408641475,Gates Av
Amazing Duplex 1 BR / 1.5 BATH Now Offering 1 Month Free,-73.923396,40.686345,"$2,062",Jefferson Avenue,11221,Apartment,11221,"[74, 6, 112]",mexican,36,"[1446, 131, 524, 557, 404]",160.9627866586598,Gates Av
Sundrenched 2 BR / 1 BATH Now Offering 1 Month Free,-73.927113,40.688167,"$2,200",Monroe Street,11221,Apartment,11221,"[74, 6, 112]",mexican,25,"[524, 1284, 977, 409, 874]",247.29219315867894,Kosciuszko St
Luxury Building 1 BR / 1 BATH Now Offering 2 Months Free,-73.9498,40.7272,"$2,350",Box Street,11222,Apartment,11222,"[74, 112, 1]",italian,10,"[962, 767, 1002, 790, 272]",182.18350585416079,Nassau Av
Beautiful 1 BR / 1 BATH On Quiet Street in Gorgeous Brownstone,-73.932813,40.686763,"$1,775",Madison Street,11221,Apartment,11221,"[74, 6, 112]",mexican,6,"[1284, 741, 803, 701, 473]",324.89069999498196,Utica Av
Home for rent,-73.7588,40.7428,"$1,500",,11364,Apartment,11364,"[6, 74, 62]",Greek,1,"[530, 635, 832, 281, 305]",2935.3520937073317,Jamaica-179 St
Stunning 1 Bed Apt with Lots of Original Brownstone Features!,-73.961012,40.683339,"$2,395",80 Downing St,11238,Apartment,11238,"[112, 1, 24]",mexican,16,"[1463, 568, 1078, 206, 883]",199.69718304733715,Classon Av
3 Bedroom | 2 Bath,-73.9545,40.7166,"$4,500",,11211,Apartment,11211,"[74, 112, 1]",french,11,"[782, 1196, 1238, 790, 1002]",264.6402409632152,Bedford Av
Great Location! Cute 2 Bedroom in the Heart of Bedstuy! No Fee,-73.955691,40.686935,"$2,100",lexington,11216,Apartment,11216,"[112, 74, 1]",latin_american,5,"[485, 1330, 542, 54, 57]",195.39622103359517,Franklin Av
Luxury Studio on Wall St,-74.0083,40.7056,"$1,888",Wall St,10005,Apartment,10005,"[61, 73, 87]",thai,33,"[458, 1, 36, 2, 18]",96.49952476497512,Wall St
Great Location! Bedstuy 1 Bed w/ Private Entrance! No Fee,-73.955605,40.687033,"$1,999",lexington,11216,Apartment,11216,"[112, 74, 1]",latin_american,5,"[485, 1330, 54, 542, 57]",199.35662484641787,Franklin Av
"Gravesend, 1 Bed/1 Bath Move-In Call DSJ 718 266-3700",-73.9743,40.5979,"$1,779",,11223,Apartment,11223,"[58, 60, 24]",chinese,1,"[1248, 280, 1420, 922, 8]",119.05921366950795,Avenue U
Spacious apartment w/ prewar details,-73.909192,40.707336,"$1,900",Bleecker St,11237,Apartment,11385,"[74, 6, 62]",chinese,110,"[133, 221, 250, 249, 134]",214.33784965385303,Seneca Av
No Fee-1 bedroom with private terrace in new building w roofdeck & gym,-73.9903,40.694,"$3,775",,11241,Apartment,11201,"[58, 91, 46]",mexican,29,"[258, 565, 81, 484, 114]",41.24746639225409,Borough Hall
Richmondtown- Large 5 room apartment for rent-1900,-74.1184,40.5682,"$1,900",,10306,Apartment,10306,"[35, 110, 42]",,0,"[369, 601, 924, 435, 474]",208.14290903816126,New Dorp
"Ditmas Park, JUST LISTED  1 Bed DSJ Realty 718 810-2412",-73.966174,40.640431,"$2,075",Argyle Road,11226,Apartment,11218,"[24, 60, 58]",new_american,1,"[1334, 357, 444, 1074, 8]",217.2696430659911,Beverley Rd
* WILLIAMSBURG *AMAZING 1BR WITH W.D & BALCONY * ELEVATOR * NO FEE,-73.95501,40.719045,"$2,999",NORTH 10 STREET,11211,Apartment,11211,"[74, 112, 1]",italian,10,"[1238, 782, 1196, 1105, 790]",213.84637364964436,Bedford Av
"No Fee! Huge 1 Bed Apt, Separate Living Room. In Brownstone Building.",-73.968716,40.689229,"$2,475",254 Dekalb Ave,11205,Apartment,11205,"[24, 60, 112]",sushi,7,"[1230, 40, 9, 1213, 672]",211.62866052040997,Clinton-Washington Avs
1BR avail now east village huge and sunny - available now,-73.98026,40.730657,"$1,450",14th street,10009,Apartment,10009,"[34, 24, 60]",american,27,"[402, 26, 397, 103, 300]",152.3855844104539,1 Av
"Ditmas Park, 1 Bedroom in Luxury Building DSJ Realty 347 422-3099",-73.967044,40.64004,"$1,999",Westminster Road,11226,Apartment,11218,"[24, 60, 58]",new_american,1,"[1334, 357, 8, 7, 307]",309.11195351127793,Beverley Rd
Large Grand Concourse 1 Bedroom,-73.9129,40.852,"$1,500",,10453,Apartment,10453,"[6, 74, 62]",,0,"[414, 198, 259, 169, 30]",163.9768084450923,176 St
!^INSANE LOCATION^!HUGE NATURAL 1 BED!*SUNNY*^IN UNIT LAUNDRY!*NO FE!!,-73.95601,40.652314,"$1,795",Linden blvd,11226,Apartment,11226,"[112, 1, 24]",pizza,2,"[1274, 444, 1074, 542, 883]",611.7316449223878,Franklin Avenue-Medgar Evers College
!^SMOKING HOT^!BIG UNDERPRICED 2 BED*NO FEE*TRAIN*NEAR EASTERN PKWY,-73.941694,40.674748,"$1,995",st marks ave,11213,Apartment,11213,"[74, 112, 1]",american,3,"[1014, 440, 1306, 609, 857]",172.5238725850964,Kingston Av
No fee+Crazy deal on a MUST SEE 4BR/2BA! Central AC dishwasher LAUNDRY,-73.943745,40.682508,"$2,998",Halsey St,11216,Apartment,11216,"[74, 112, 1]",american,2,"[1014, 440, 1306, 609, 857]",330.7337997595562,Kingston-Throop Avs
Condo like finishes in this mesmerizing space!,-74.0135,40.7085,"$2,450",,10006,Apartment,10006,"[35, 110, 61]",american,14,"[187, 286, 1309, 166, 47]",42.956329150078886,Rector St
"Sun drenched, open style kitchen, oversize windows!",-74.0083,40.7056,"$2,300",,10005,Apartment,10005,"[61, 73, 87]",thai,33,"[458, 1, 36, 2, 18]",96.49952476497512,Wall St
Renovated apartments available 1& 2 bedrooms,-73.931113,40.761424,"$1,900",,11106,Apartment,11106,"[6, 74, 62]",brazilian,5,"[392, 324, 478, 121, 337]",222.414389703136,36 Av
Beautiful renovated 2 bedrooms 1 bath apartment in Prime Crown Heights,-73.9367,40.67,"$1,900",1111 Saint Johns Place,11213,Apartment,11213,"[74, 6, 112]",mexican,1,"[1306, 803, 741, 1014, 440]",419.2466324144711,Crown Hts-Utica Av
!^WOW^!*SMOKING HOT LOCATION!*LARGE  STUDIO*SEPERATE KITCHEN*NO FEE!!!,-73.9619,40.654871,"$1,600",Parkside ave,11226,Apartment,11226,"[24, 60, 112]",pizza,4,"[444, 1074, 1274, 1249, 883]",46.85436882145362,Parkside Av
!^WOW^!*SMOKING HOT LOCATION!*2 BEDROOM*NO FEE!!!*PROSPECT PARK!*!WOW!,-73.9619,40.654871,"$1,995",Ocean ave,11226,Apartment,11226,"[24, 60, 112]",pizza,4,"[444, 1074, 1274, 1249, 883]",46.85436882145362,Parkside Av
SUPER MINT STUDIO + PETS OK + LAUNDY + BACKYARD,-73.9149,40.7627,"$1,650",,11103,Apartment,11103,"[6, 74, 62]",sushi,10,"[219, 1263, 13, 100, 112]",262.8601092784736,46 St
SM.PET OK*SPACIOUS*SEPARATE ENTRANCE*PARKING*LAUNDRY*DISHWASHER*,-73.776823,41.018575,"$1,595",West post rd,10606,Apartment,10464,"[6, 74, 62]",,0,"[891, 890, 1229, 1047, 209]",7238.419602842841,Eastchester-Dyre Av
1 bedroom 1 bath fully renovated Bayridge,-74.034894,40.615376,"$1,500",Marine Ave,11209,Apartment,11209,"[61, 35, 73]",middle_eastern,2,"[474, 460, 1003, 505, 187]",448.4038802678692,Bay Ridge-95 St
apartamento 2 cuartos,-73.8585,40.6913,"$2,000",85,11421,Apartment,11421,"[6, 74, 62]",,0,"[1134, 724, 771, 140, 640]",171.53083870260065,85 St-Forest Pkwy
Large 1 bedroom Caryl ave Yonkers NY,-73.897165,40.919365,"$1,500",,10705,Apartment,10471,"[6, 74, 62]",,0,"[529, 925, 437, 370, 309]",942.0950242586234,Van Cortlandt Park-242 St
"BEAUTIFUL, MODERN 1BR Duplex in the UWS: $2350",-73.975513,40.787003,"$2,350",85th,10024,Apartment,10024,"[59, 90, 12]",japanese,18,"[308, 45, 173, 238, 62]",93.17980244128847,86 St
3 cuartso,-73.970762,40.69784,"$2,100",148,11251,Apartment,11205,"[24, 60, 75]",sushi,4,"[9, 1230, 150, 1020, 1015]",504.9455972853215,Lafayette Av
No Fee* Renovated Sunny 1 Bed 1 Bath Near N & W Train in Astoria,-73.92544,40.76566,$1814.00,25-21 31ST AVE.,11102,Apartment,11102,"[6, 74, 62]",italian,11,"[691, 862, 532, 750, 121]",118.46930887098071,Broadway
"2 bed, 2 bath, East Village Apt!",-73.98979,40.723841,"$3,200",47 E 1st Street,10002,Apartment,10003,"[45, 46, 91]",american,106,"[1322, 123, 383, 1061, 910]",21.262445280907862,2 Av
"FLEXIBLE LEASE TERMS ________$20 FOR HEAT, WATER, GAS & TRASH REMOVAL",-73.5435,41.0888,"$2,399",,6905,Apartment,10464,"[6, 74, 62]",,0,"[1321, 470, 562, 1124, 289]",28026.726115267298,Far Rockaway-Mott Av
Renovated 2 Bedroom in Northern Crown Heights,-73.944082,40.677611,"$1,999",55 Brooklyn Avenue,11216,Apartment,11216,"[74, 112, 1]",american,2,"[1014, 440, 609, 857, 57]",330.7812503395272,Kingston Av
"FLEXIBLE LEASE TERMS ________$20 FOR HEAT, WATER, GAS & TRASH REMOVAL",-73.5435,41.0888,"$1,830",,6905,Apartment,10464,"[6, 74, 62]",,0,"[1321, 470, 562, 1124, 289]",28026.726115267298,Far Rockaway-Mott Av
1bd apt. all included rent stabilization,-73.958861,40.76812,"$1,650",71st st,10021,Apartment,10065,"[74, 113, 112]",diner,17,"[398, 1413, 340, 28, 214]",52.88176152810333,72 St
Price Reduced! Huge & Sunny 1 Br In A Well Maintained Brownstone!,-73.941126,40.7993,"$1,900",east 117 street,10029,Apartment,10035,"[6, 74, 62]",mexican,11,"[1043, 405, 1281, 1065, 104]",58.36759598586427,116 St
Scarsdale Fairway / Edgemont School District,-73.8074,41.0197,"$3,000",,10530,Apartment,10466,"[6, 74, 62]",,0,"[891, 394, 1047, 501, 209]",4834.076929732888,Eastchester-Dyre Av
2 BEDROOM APARTMENT WITH NEW KITCHEN & BATHROOM,-73.7058,40.7236,"$2,100",,11002,Apartment,11429,"[6, 74, 62]",,0,"[572, 1250, 1414, 1167, 868]",6656.321160005251,Far Rockaway-Mott Av
"NeW LARGE ONE BED.. S,C,2,3,4,5,B,Q TRAIN.. RENOVATD.. GROUND FLOOR..",-73.958459,40.675403,"$1,675",Prospect pl,11238,Apartment,11238,"[112, 1, 24]",mexican,9,"[883, 542, 1330, 1078, 568]",94.85066432699588,Park Pl
