Lng,Lat,name,cuisine,street,phone
-73.7488594,40.72718549754521,MJ's Pizzeria,pizza,Hillside Avenue,+1-718-776-6056
-73.7044087,40.644947697545206,MoCA,Chinese;Japanese,Peninsula Boulevard,+1-516-295-8888
-73.9997484,40.727420597545205,Mocha Burger,burger,LaGuardia Place,+1-212-982-3800
-73.7367068,40.9541110975452,Modern On The Rails,american,Station Plaza,(914) 777-9300
-73.78422259999999,40.9089094975452,Modern Restaurant & Lounge,italian,Huguenot Street,914-633-9479
-73.9997885,40.7273229975452,Molcajete Taqueria,mexican,LaGuardia Place,+1-212-777-8226
-73.9502159,40.7802891975452,Móle,mexican,2nd Avenue,+1-212-289-8226
-73.9258662,40.7032124975452,Mominette,french,Knickerbocker Avenue,+1-929-234-2941
-73.99646070000001,40.7426475975452,Momoya,japanese,West 21st Street,+1 (212) 989-4466
-76.1191603,43.04140559754521,Mom's Diner,diner,Westcott Street,+1-315-477-0141
-73.9944064,40.685825197545206,Moo Burger,burger,Court Street,+1-718-246-8259
-73.9017882,40.72227259754521,Moon Palace Kitchen,chinese,Flushing Avenue,+1-718-894-2392
-76.4986321,42.440602897545205,Moosewood Restaurant,vegetarian,North Cayuga Street,607-273-9610
-73.97420090000001,40.679880497545206,Morgan's BBQ,barbecue,Flatbush Avenue,+1 718 622-2224
-73.9685534,40.7552034975452,Morning Star Cafe,diner,2nd Avenue,+1 212-588-1050
-73.9634801,40.710472497545204,Motorino,pizza,Broadway,+1-718-599-8899
-73.332136,40.838459897545206,Mozzarella's Pizza,pizza;italian,Jericho Turnpike,+16314620600
-73.89992509999999,40.700646197545204,Mr. Chen,chinese;japanese;thai,Myrtle Avenue,(718) 417-1008
-73.9482837,40.78738959754521,Mrs. An Thai,thai,East 99th Street,+1 212-933-9988
-73.9890275,40.7212780975452,Mr. Taka Ramen,ramen;japanese,Allen Street,+1 212 254 1508
-73.97821090000001,40.648361797545206,Mr Tong,chinese,Fort Hamilton Parkway,(718) 851-6324
-73.97483309999998,40.675133497545204,Mr Wonton,chinese,7th Avenue,+1-718-398-7088
-73.90478829999999,40.70123679754521,M&S Nice Bakery and Restaurant,ecuadorian,Seneca Avenue,+1-718-576-3625
-73.9896938,40.721183997545204,Ms. Yoo,korean,Allen Street,(917) 261-2490
-73.9988791,40.7443780975452,M-Thai,thai,8th Avenue,+1 212 229-9799
-73.9866647,40.729056697545204,MUD,brunch; sandwich; omelette; soup; salad; burrito,East 9th Street,+1-212-529-8766
-73.9498849,40.78005499754521,Mughlai,indian,2nd Avenue,+1 212-722-6262
-73.9903934,40.745290997545204,Mulberry & Vine,new_american,West 27th Street,+1 212 252 8468
-73.67942009999999,42.72290439754521,Muza,polish;german,15th Street,+15182716892
-73.98518829999999,40.717863097545205,Nakamura,japanese,Delancey Street,+1-212-614-1810
-73.9800666,40.6767360975452,Namaste,indian,5th Avenue,+1-718-857-1951
-73.9818478,40.775713497545205,Nanoosh,mediterranean,Broadway,+1-212-362-7922
-73.8047216,40.732951297545206,Napolis Pizzaria & Restaurant,pizza,69th Avenue,7183801172
-73.96061340000001,40.5877930975452,Nargis Cafe,Uzbek,Coney Island Avenue,+17188727888
-73.9697671,40.7969581975452,Naruto Ramen,japanese,Broadway,+1-212-222-0229
-73.9648578,40.5770621975452,National Restaurant & Nightclub,russian,Brighton Beach Avenue,718 646 1225
-73.91665379999999,40.6991138975452,New Apollo,chinese;spanish,Myrtle Avenue,+1-718-483-8288
-74.085386,40.6341969975452,New Asha Sri Lanka Restaurant,sri_lankan,Victory Boulevard,+1 718 420-0649
-73.8977509,40.86737209754521,New Capital,diner,West Kingsbridge Road,+1 718 584 9234
-73.91576529999999,40.688387997545206,New Choy Hing,chinese,Bushwick Avenue,+1-718-574-8755
-73.7029431,40.636322297545206,New Great Wall,chinese;sushi,Broadway,+1-516-792-0856
-73.67659559999998,40.658774797545206,New Hong Kong Restaurant,chinese,Merrick Road,(516) 599-7087
-73.95077509999999,40.7788724975452,New Ichiro,sushi,2nd Avenue,+1-212-369-6300
-73.99386059999999,40.615687597545204,New Jin Xin,chinese,18th Avenue,+1-718-837-2820
-73.9327435,40.860791397545206,New Leaf Restaurant,american,Margaret Corbin Drive,+1-212-568-5323
-73.834408,40.7069986975452,New Metro Sushi Cafe,japanese,Metropolitan Avenue,+17188508888
-73.90598620000002,40.7016552975452,New Mexico Place II,mexican; coffee;,Seneca Avenue,+1-347-987-3581
-73.9484087,40.777865297545205,New Sunny East 88,chinese,1st Avenue,+1 212-876-9332
-73.9862565,40.733076397545204,New Taco Grill,mexican,East 14th Street,(212) 353-3728
-73.9809473,40.642296697545206,New Taco King,chinese;mexican,Church Avenue,(718) 435-1899
-73.93719540000001,40.7091248975452,Newtown,mediterranean,Waterbury Street,+1-347-984-6215
-73.98673659999999,40.7477885975452,New Wonjo,korean,West 32nd Street,+1 212-695-5815
-73.93832809999999,40.72090829754521,Nhà Minh,vietnamese,Morgan Avenue,+1-718-387-7848
-74.00027220000001,40.71732999754521,Nha Trang Centre,vietnamese,Centre Street,+1-212-941-9292
-73.66522579999999,40.649495097545206,Nicco's Peruvian Bistro,peruvian,Centre Avenue,(516) 612-3409
-73.9995074,40.718812897545206,Nickel & Diner,diner,Howard Street,+1-646-870-6100
-73.9479303,40.782767297545206,Nick's Pizza,italian,2nd Avenue,(212) 987-5700
-76.06435259999999,42.09518899754521,Nick's Pizza & Restaurant,italian,East Main Street,(607) 785-3210
-73.8850148,40.856990497545205,Nike's Pizzeria,pizza; sandwich,East 189th Street,+1-347-297-2132
-74.0182068,40.708081297545206,Ningbo Cafe,chinese,South End Avenue,2127861888
-74.0093418,40.7165512975452,Ninja New York,japanese,Hudson Street,+1-212-274-8500
-76.04755420000001,42.0996683975452,Nirchi's Restaurant On The Avenue,italian,Washington Avenue,(607) 484-1604
-73.9265929,40.703666297545205,No. 1 Chinese Restaurant,chinese,Knickerbocker Avenue,+1-718-628-7867
-73.77467309999999,40.714690397545205,No 1 Halal Kitchen,chinese,Hillside Avenue,+1-718-217-8888
-73.99257800000001,40.725155197545206,Noho Star,american,Lafayette Street,+1 212 925-0070
-75.3789156,43.048648197545205,Nola's,fine_dining,West Park Row,3158533052
-73.1295871,40.92053889754521,Noodle House,noodle;chinese,North Country Road,+1-631-689-1089
-73.99755479999999,40.71354929754521,Noodle Q,chinese,East Broadway,+1 212-219-8223
-73.9793255,40.6832996975452,No Pork Halal Kitchen,chinese,4th Avenue,+1 718 875-9888
-76.47765090000001,42.4794973975452,Northeast Pizza,pizza,Cinema Drive,607 257 2757
-73.9485715,40.713998597545206,Northern Bell,Burgers_and_beer,Metropolitan Avenue,(718) 388-9040
-73.33864,40.8930003975452,Northport Delicatessen,deli,Fort Salonga Road,+1 631 261 1402
-73.9942984,40.6607474975452,Nostro Ristorante,italian,5th Avenue,+1-929-337-7053
-73.99312330000001,40.733934397545205,Num Pang,asian,East 12th Street ,+1 646-791-0439
-73.99110350000001,40.6000794975452,Nyonya,malaysian,86th Street,(718) 265-0888
-73.9502931,40.729026397545205,Oasis,kebab,Calyer Street,7183894680
-73.950724,40.77957589754521,Oaxaca Taqueria,mexican,2nd Avenue,+1 212-722-7272
-73.98658509999999,40.6881953975452,Oaxaca Taqueria,mexican,Hoyt Street,+1-718-855-5530
-73.8818816,40.749885797545204,Ocean Boil Restaurante Comida Del Mar,seafood;latin_american,37th Avenue,+1-929-296-6338
-73.9885345,40.7694559975452,Ocean Dragon,chinese,10th Avenue,212-245-7210
-76.2264839,43.1369255975452,Ocean Sushi,sushi;japanese,Oswego Road,+1-315-622-6050
-73.9821057,40.7240335975452,Oda House,georgian,Avenue B,+12123533838
-73.9834307,40.72644669754521,Odessa,diner; american; burger,Avenue A,+1-212-253-1470
-73.8278565,40.766046597545206,Oh! Bagel Cafe,Breakfest;bagels;coffee;sandwich,Union Street,(718) 539-5329
-73.9858155,40.7272531975452,Oiji,korean,1st Avenue,+1 646 767 9050
-74.00068490000001,40.728808797545206,Old Tbilisi Garden,international,Bleecker Street,+1(212)470-6064
-73.8693442,40.6514677975452,Olive Garden,italian,Gateway Drive,(718)348-1071
-76.03169059999999,42.0912066975452,Olive Garden,italian,Vestal Parkway East,(607) 748-5840
-74.0027401,40.7442217975452,Omai,vietnamese,9th Avenue,+1 212.633.0575;+1 212.633.0550
-73.65403149999999,40.696312297545205,Oma's Sushi,sushi,Hempstead Avenue,+1-516-481-3781
-73.9255588,40.6981670975452,OMG Pizza,pizza;appetizer;salad;burger,Myrtle Avenue,+1-718-455-4550
-73.9869647,40.7553036975452,Ootoya,japanese,West 41st Street,+1-212-704-0833
-73.9171262,40.7026827975452,Ops,pizza,Himrod Street,+1-718-386-4009
-73.99488740000001,40.684802897545204,Osaka,japanese,Smith Street,+1-718-643-0044
-73.67655450000001,40.6587659975452,Osaka,japanese;steakhouse,Merrick Road,(516) 596-4432
-73.9104751,42.0588291975452,Osaka,sushi,Broadway,(845) 757-5055
-77.75259609999999,43.105774497545205,Osaka Sushi,sushi,Chili Avenue,+1 585 571 4889
-73.99767259999999,40.7219323975452,Osteria Morini,italian,Lafayette Street,+1-212-965-8777
-73.9875162,40.729132897545206,Ottos's Tacos,mexican,2nd Avenue,+1 646-678-4018
-73.97001159999999,40.79492419754521,Ozen,asian,Amsterdam Avenue,+1 212 678 0300
-73.99436800000001,40.660222397545205,Pablito's,mexican;diner,5th Avenue,+1 718 499 4735
-73.99533829999999,40.74997909754521,Pad Thai,thai,8th Avenue,+1 212 268-2752
-73.9697542,40.761024297545205,Palace Restaurant,diner,East 57th Street,+1 212-319-8989
-73.91202940000001,40.7034022975452,Paloma's,mexican; nachos; burrito,Menahan Street,+1-718-552-2811
-77.0554203,42.1434825975452,Panasia,asian,West Market Street,607-936-6300
-73.99396259999999,40.66062269754521,Panchita's Place,mexican,5th Avenue,+1-917-909-0404
-73.2993343,40.91137909754521,Panda Chinese,chinese,Fort Salonga Road,631-757-3003
-73.1331435,40.865894997545205,Panera Bread,american;sandwich;bagel;breakfast;tea;coffee_shop,Alexander Ave.,6313662079
-74.0031075,40.6104657975452,Panino Rustico,sandwich,17th Avenue,7182366343
-73.9274671,40.86593169754521,Papasito,mexican,Dyckman Street,+1-212-544-0001
-73.95417940000002,40.779100297545206,Papaya King,hotdog,East 86th Street,2123690648
-73.9833132,40.742318397545205,Pappali,indian,East 27th Street,(212) 689-1999
-73.97766440000001,40.779338497545204,Pappardella,italian,Columbus Avenue,+1 212 595 7996
-74.0015417,40.70727879754521,Paris Cafe,french,South Street,(212) 240-9797
-73.9807509,40.764232797545205,Park Café,american,7th Avenue,+1 212-315-4567
-73.9505713,40.7218799975452,Park Luncheonette,pizza;brunch;cocktail,Driggs Avenue,3478449530
-74.0267822,40.6343373975452,Pashazade,international,3rd Avenue,718-921-9700
-73.9653704,40.766320697545204,Pastafina,pizza,Lexington Avenue,+1-212-535-6240
-73.9208502,40.6980777975452,Pastelitos Elvys,dominican,Wilson Avenue,+1-347-985-2399
-73.9997085,40.71671289754521,Pasteur,vietnamese,Baxter Street,+1-212-608-3656
-73.95910450000001,40.77437119754521,Pastrami Queen,jewish,Lexington Avenue,+1 212-734-1500
-73.7684395,40.759313197545204,Pate,sandwiches;fries;ice_cream;tea;coffee_shop,Bell Boulevard,347-235-0045
-73.92821479999999,40.8665532975452,Pat'e Palo,latin_american,Dyckman Street,+1-646-918-6242
-73.93480009999999,40.7971206975452,Patsy's Pizzeria,italian,1st Avenue,+1-212-534-9783
-73.9925887,40.7234462975452,Paulaner Brauhaus & Restaurant NYC,german,Bowery,+12127800300
-73.9584608,40.72965889754521,Paulie Gee's,pizza,Greenpoint Avenue,3479873747
-73.98731070000001,40.736738497545204,Paul & Jimmy's Ristorante,italian,East 18th Street,+1-212-475-9540
-73.9437807,40.68337489754521,Peaches HotHouse,chicken,Tompkins Avenue,+1 718 483-9111
-73.97538270000001,40.6869100975452,Peaches HotHouse,soul_food,South Elliott Place,+1-718-797-1011
-73.99441390000001,40.721733097545204,Peasant,italian,Elizabeth Street,+1 212 965 9511
-73.9865653,40.702531697545204,Pedro's,mexican; burrito; taco; nachos; enchilada,Jay Street,+1-718-797-2851
-73.82557249999999,40.7642549975452,Peking Empire,chinese;chicken;dumplings;fried_rice;sesame_seed_chicken,Northern Boulevard,(718) 762-3080
-73.9160889,40.6950593975452,Peking Garden,chinese,Wilson Avenue,+1-718-928-7577
-73.9747054,40.686899397545204,Pequeña,mexican,South Portland Avenue,+1-718-643-0000
-74.00327800000001,40.723880697545205,Pera SoHo,mediterranean,Thompson Street,+1-212-878-6305
-73.5087029,40.6599374975452,Per Un' Angelo Restaurant,italian,Byron Street,+1-516-783-6484
-73.6263074,40.705360997545206,Peruvian Restaurant,peruvian,Front Street,+1-516-292-5724
-73.7275934,40.777316797545204,Peter Luger Steak House,steak,Northern Boulevard,+1 516 487-8800
-73.9625564,40.7098661975452,Peter Luger Steak House,steak_house,Broadway,+1-718-387-7400
-74.02650159999999,40.6357727975452,Petit Oven,french,Bay Ridge Avenue,+1 718 833-3443
-73.9875038,40.748674697545205,Petit Poulet,french;bistro,West 33rd Street,+1 212-244-0440
-76.07045749999999,42.112002997545204,Phil's Chicken House,barbecue,Union Center Maine Highway,[607) 748-7574
-74.00441190000001,40.681163997545205,Phil's Crummy Corner,puerto_rican,Columbia Street,+1 718 246-1252
-73.9941385,40.6154351975452,Pho'18 Ave,vietnamese,18th Avenue,+1-347-374-6633
-73.8290421,40.7583778975452,Phở Hoàng,vietnamese,Kissena Boulevard,+1-718-762-6151
-73.9478668,40.778599297545206,Pho Shop,vietnamese,1st Avenue,+1 212-369-9888
-73.9590758,40.7435421975452,Piatto Wood Fire Pizza,pizza;italian,50th Avenue,+1-718-361-2751
-73.8190678,42.75778609754521,Pickles Deli,"sandwich,_pizza",Airport Park Boulevard,518-786-1653
-73.95357109999999,40.7825365975452,Pic Up Stix,chinese,Lexington Avenue,+1 212-860-7600
-73.90602109999999,40.712402497545206,Piekielko,polish,Forest Avenue,+1-718-366-6656
-73.98741070000001,40.736121997545204,Pierre Loti,mediterranean,Irving Place,+1 (212) 777-5684
-73.9945435,40.7605928975452,Pio Pio,peruvian,10th Avenue,+1 212-459-2929
-73.9471089,40.779657897545206,Pio Pio,peruvian,1st Avenue,+1 212-426-5800
-73.97143009999999,40.79295599754521,Pio Pio,peruvian,Amsterdam Avenue,+1 212 665-3000
-73.97763540000001,40.745342797545206,Pio Pio,peruvian,East 34th Street,+1 212-481-0034
-73.8833063,40.75562399754521,Pio Pio,peruvian,Northern Boulevard,+1-718-426-4900
-73.93983359999999,40.799484097545204,Pipo's,mexican,East 118th Street,+1-212-828-2382
-73.9968986,40.7426998975452,PitaCity,mediterranean,7th Avenue,+1-212-741-1405
-74.0078671,40.710955997545206,Pita Express,mediterranean,Ann Street,+1-212-571-2999
-73.89743,40.7079173975452,Pita Mediterranean Gyro And Grill,gyro;mediterranean,Fresh Pond Road,+1-888-990-7482
-73.8026282,41.188438897545204,Pizza 238,pizza,Saw Mill River Road,+1 914 941 5300
-75.1175357,42.47222709754521,Pizza 23 West,italian;pizza,State Highway 23,+1 607-432-4222
-73.9887696,40.7164278975452,Pizza a Casa - Pizza School,pizza,Grand Street,(212)228-5483
-73.9862557,40.676921797545205,Pizza Cotta-Bene,pizza,3rd Avenue,+1-718-722-7200
-76.0628875,42.095166797545204,Pizza Hut,pizza,East Main Street,(607) 754-3397
-73.9013605,40.713597097545204,Pizza Hut,pizza,Fresh Pond Road,+1-718-628-8700
-73.8227588,40.764890597545204,Pizza Hut,pizza,Northern Boulevard,718-886-2244
-75.8767832,43.96758839754521,Pizza Hut,pizza,State Street,315-786-0300
-74.00070799999999,40.674647097545204,Pizza Moto,pizza,Hamilton Avenue,+1-718-834-6686
-73.91621490000001,40.69991139754521,Pizza Party,pizza;beer,Irving Avenue,+1-347-787-7947
-73.9776583,40.6807977975452,Pizza Secret,pizza;italian,5th Avenue,+1 929 337 6245
-77.6146168,43.157585397545205,Pizza Stop,pizza,State Street,(585) 546-7252
-73.969148,41.5047163975452,Pizza & Stuff,pizza,Main Street,(845)-838-2222
-73.913023,40.700777697545206,Place Fried Chicken,chicken;pizza;american;burger,Wyckoff Avenue,+1-718-386-4137
-73.989682,40.726165097545206,Plant Food + Wine,american;health_food,2nd Avenue,+1-212-658-1948
-73.9384174,40.8475311975452,Poción Lounge,dominican,West 177th Street,(917) 472-7336
-73.9915727,40.755361097545205,Poketown,hawaiian,West 39th Street,+1-646-850-0572
-74.0013013,40.6876062975452,Pok Pok NY,thai,Columbia Street,+1 718 923-9322
-73.9385655,40.799654997545204,Polash,indian,3rd Avenue,+1-212-410-0276
-74.00028409999999,40.7300993975452,Pommes Frites,french_fries,MacDougal Street,+1-212-674-1234
-73.9883011,40.7443903975452,Pondicheri,indian,West 27th Street,+1 646 878 4375
-77.6303655,43.1749879975452,Popeyes,chicken,Lake Avenue,(585) 254-5777
-74.0024185,40.75045999754521,Porteño,argentinian,10th Avenue,+1 (212) 695-9694
-77.284173,43.227893597545204,Precious Chinese Restraunt,chinese,NY 104,+1-315-333-1199
-73.7238473,40.673202997545204,Pretty Toni's Cafe,soul,West Merrick Road,+1-516-285-8664
-73.9356816,40.79593479754521,Prime One 16,new american,1st Avenue,+1 646-590-2187
-73.99456479999999,40.7230152975452,Prince Street Pizza,pizza,Prince Street,+1 212-966-1960
-73.9602899,40.65869649754521,Prospect Pizza,pizza;italian,Flatbush Avenue,(347) 663-4410
-73.9485261,40.788889997545205,Pro Thai,thai,Lexington Avenue,+1 917-475-1494
-73.98144479999999,40.66332649754521,Provini,italian,8th Avenue,(718)369-2154
-73.90311240000001,40.7465772975452,Puebla Restaurant,mexican,61st Street,+1-718-205-2605
-73.96213730000001,40.678840597545204,Puerto Viejo,dominican,Grand Avenue,+1 718 398 3758
-73.9252095,40.7419873975452,Punda Tibetan,tibetan,47th Avenue,+1 718 8061845
-73.9751417,40.6798344975452,Purbird,chicken,6th Avenue,+1-718-857-2473
-73.9881105,40.7642433975452,Pure Thai Cookhouse,thai,9th Avenue,+1 212 581 0999
-73.98049830000001,40.6679500975452,Purity Diner,diner,7th Avenue,+1-718-840-0881
-73.95086429999999,40.774518097545204,PuTawn Local Thai Kitchen,thai,1st Avenue,+1 212-988-8800
-73.9506835,40.77964939754521,Pye Boat Noodle,thai,2nd Avenue,+1 212-427-3077
-73.9896877,40.757782197545204,Qi Bangkok Eatery,thai,8th Avenue,1 212-247-8991
-73.9988354,40.72922239754521,Quantum Leap,burger; wrap; salad; sandwich; coffee,Thompson Street,+1-212-677-8050
-73.9614902,40.760608997545205,Quantum Leap,vegetarian,1st Avenue,+1-212-371-3888
-73.9929218,40.725523697545206,Quartino Bottega Organica,italian,Bleecker Street,(212) 529-5133
-74.0075178,40.71462009754521,Racines NY,french,Chambers Street,+1-(212)227-3400
-74.0021429,40.7450122975452,Rafella Cafe,italian,9th Avenue,+1 212-741-3230
-74.0016434,40.7464193975452,Rail Line Diner,diner,West 23rd Street,+1 212-924-3709
-73.9532953,40.817145997545204,Rai Rai Ken,japanese,Amsterdam Avenue,+1-917-639-3342
-73.9765204,40.7799567975452,Raku,japanese,West 76th Street,+1-212-873-1220
-73.98846040000001,40.7196285975452,Ramen Ishida,japanese,Ludlow Street,(646) 590-3276
-73.99624940000001,40.720954297545205,Ramen Lab,ramen,Kenmare Street,+1 646 613-7522
-73.91859559999999,40.7657458975452,Ramen Okidoki,japanese,30th Avenue,+1 718 806 1677
-73.9770011,40.67210949754521,Rancho Allegre,mexican,Garfield Place,+1 718 369 2618
-73.9068348,40.700336297545206,Randy's Best and Freshest Chinese Food,chinese,Putnam Avenue,+1-718-381-1198
-73.9342665,40.7939234975452,Rao’s,italian,East 114th Street,+1 212-722-6709
-78.00206949999999,42.7187663975452,Ration Wine Bar,meats;cheese;breads;spreads;wine;beer;liquor;non_alcoholic_beverages,North Main Street,5852378581
-73.99176159999999,40.755438997545205,Rattle N Hum West,pizza;sandwich;breakfast;american,West 39th Street,+1-917-262-0423
-73.9854842,40.7456554975452,Ravagh Persian Grill,persian,East 30th Street,+1 (212) 696-0300
-73.95692729999999,40.801934597545205,RDV Rendezvous Harlem,american,Frederick Douglass Boulevard,212-222-8952
-74.0046873,40.640373397545204,Redang Island,Malaysian,8th Avenue,7186866680
-73.958708,40.7171210975452,Red Bowl,asian,Bedford Avenue,7183888898
-74.0064162,40.734187997545206,RedFarm,chinese,Hudson Street,+1-212-792-9700
-73.9820222,40.6661369975452,Red Hot II,chinese,7th Avenue,+1-718-369-2577
-73.9865838,40.73321459754521,Red House,chinese,East 14th Street,(212) 228-8288
-73.8700697,40.65093019754521,Red Lobster,seafood,Gateway Drive,(718)964-2057
-73.67007199999999,43.3294710975452,Red Lobster,seafood,Upper Glen Street,+1 518 761 0021
-76.02974809999999,42.0914516975452,Red Lobster,seafood,Vestal Parkway East,(607) 754-3787
-77.68805019999999,43.2074332975452,Red Robin,burger,Greece Ridge Center Drive,+1-585-333-7891
-76.0190821,43.034286697545205,Red Robin,burger,Towne Drive,315 637 6790
-76.4954801,42.439910997545205,Red's Place,pub;bar&grill,North Aurora Street,(607) 319-4486
-73.9840031,40.7508098975452,Reichenbach Hall,german,West 37th Street,+1-212-302-7744
-73.9854765,40.7217736975452,Remedy Diner,diner,East Houston Street,+1 212-677-5110
-73.9240167,40.74431349754521,Restaurant Bucharest,romanian,40th Street,+1 718 389 2300
-74.00647990000002,40.7400703975452,RH Rooftop Restaurant,american,9th Avenue,+1-212-217-2210
-73.98105670000001,40.667293697545205,Rice Thai,thai,7th Avenue,+1-718-832-9512
-73.91422,40.6991197975452,rico chimi,mexican; burger; sandwich,Myrtle Avenue,+1-718-366-3777
-73.9072579,40.700133197545206,Rico Pollo 1 Ridgewood,colombian;coffee;chicken,Myrtle Avenue,+1-718-497-1000
-77.0581893,42.143958497545206,Rico's Pizzeria,pizza,West Market Street,607-962-2300
-73.9344179,40.753352897545206,Rio Grande Churrascaria,steak_house,29th Street,+1 (718) 361-1707
-73.6195294,40.874844497545205,Ristorante Amalfi Pizzeria,italian,Forest Avenue,+1 (516) 801-6544
-73.3634497,44.983363397545205,Ristorante Casa Capitano,italian,Lake Street,+1-518-206-4232
-73.9606568,40.76172059754521,Ritz Diner,diner,1st Avenue,+1 212-319-4993
-73.9734647,40.739519797545206,Riverpark,american,East 29th Street,+1 212 729-9790
-73.8884134,40.8537396975452,Roberto's,italian,Crescent Avenue,+1 718 733-9503
-73.99726820000001,40.763034897545204,Robert's Steakhouse,steak,West 45th Street,+1-212-245-0002
-73.3391013,40.892943597545205,Robke's Country Inn,italian,Fort Salonga Road,+1 (631) 754-9663
-73.79902790000001,40.67396939754521,Rockaway Fishhouse,seafood,Rockaway Boulevard,+1-718-529-3576
-73.923843,40.7614020975452,Romano's Famous Pizza,pizza,Broadway,(718) 626-5292
-76.6632744,42.54264469754521,Ron Don's,american,Old Main Street,6073879222
-73.8623919,40.707734697545206,Room 55,american,88th Street,(718) 897-0055
-76.44443609999999,42.9445061975452,Rosalie's Cucina,italian,West Genesee Street Road,(315) 685-2200
-73.96268609999998,40.7589604975452,Rosa Mexicana,mexican,1st Avenue,+1-212-753-7407
-73.9831132,40.7711821975452,Rosa Mexicano,mexican,Columbus Avenue,+1-212-977-7700
-73.9184939,40.694137997545205,Rosario Pizza,pizza,Central Avenue,+1-718-455-0949
-73.9001214,40.7121746975452,Rosa's Pizza and Pasta,pizza;pasta,Fresh Pond Road,(718) 497-7672
-73.97824870000001,40.67569319754521,Rose Water,american;brunch,Union Street,+1-718-783-3800
-74.01048459999998,40.70417729754521,Route 66 Smokehouse,barbecue,Stone Street,+12129431602
-77.5061777,43.186971197545205,Royal Dynasty,chinese,Empire Boulevard,+1-585-671-5133
-73.77823070000001,42.670068097545204,Royal India,indian,Central Avenue,518-482-4555
-75.54431540000002,42.8265908975452,Royal India Grill,indian,Broad Street,+1 315 825-3555
-75.97597540000001,42.0946247975452,Royal Indian Bar and Grill,indian,Bunn Hill Road,+1-607-238-1346
-73.9082335,40.6997381975452,Royal Pizza,pizza,Myrtle Avenue,+1-718-497-7090
-73.9976338,40.717363797545204,Royal Seafood Restaurant,chinese,Mott Street,2122192338
-74.4711024,42.6803117975452,Rubbin Butts Bar-B-Q,barbecue,East Main Street,+1-518-234-7447
-73.98585909999998,40.6856132975452,Rucola,new_american,Dean Street,+1-718-576-3209
-73.90159609999999,40.74924029754521,Ruma's Kitchen,Bengali,61st Street,+1-718-898-9100
-73.9847037,40.763187597545205,Russian Samovar Restaurant and Piano Bar,russian,West 52nd Street,+1-212-757-0168
-73.8896901,40.74606709754521,Sabay,thai,Broadway,+1-718-424-9054
-74.0001116,40.726252597545205,Sadelle’s,seafood;bagel;,West Broadway,+1-212-776-4926
-73.9907082,40.7410206975452,Sagaponack Bar & Grill,seafood,West 22nd Street,(212) 229-2226
-73.79288890000001,40.711143097545204,Sagar Chinese,chinese,Homelawn Street,"718-657-3333,718-657-3334"
-73.9395672,40.8514030975452,Saggio,italian,West 181at Street,(212) 795-3080
-73.9929149,40.73353449754521,Saigon Market,vietnamese,University Place,+1 212-982-3691
-74.000637,40.729691097545206,Saigon Shack,vietnamese;coffee;noodle;sandwich,MacDougal Street,+1-212-228-0588
-73.765505,42.861343897545204,Saigon Spring,vietnamese,Route 9,+1 518 982 0425
-73.8917569,40.7011743975452,Sakura IV,sushi; japanese,Myrtle Avenue,+1-718-366-7888
-74.0031642,40.743646997545206,Salinas,spainish,9th Avenue,+1 212.776.1990
-73.91925309999999,40.704494497545205,Sal's Pizzeria,pizza,Wyckoff Avenue,+1-718-386-5299
-74.00362249999999,40.7201178975452,Saluggi's,italian,Church Street,+1 212-226-7900
-73.8495988,40.733425497545205,Salute Kosher,uzbek,108th Street,+1 718 275-6860
-77.682845,43.0900409975452,Salvatore's Old Fashioned Pizzeria,pizza,Scottsville Road,(585) 527-0200
-73.97723540000001,40.74933939754521,Sam's Place,italian,East 39th Street,+1-212-599-6360
-73.6985372,40.66393759754521,Sam's Steak & Grill,steak,Rockaway Avenue,+1-516-837-0007
-74.0078117,40.710924897545205,Sandwich House,italian,Ann Street,+1-212-566-6886
-73.9461178,40.71127529754521,Sandwich Shop,sandwich,Grand Street,+1-718-360-0737
-73.9378376,40.797217497545205,Sandy Restaurant,dominican,2nd Avenue,+1 212-348-8654
-73.9500995,40.780423197545204,San Matteo Pizzeria and Espresso Bar,italian,2nd Avenue,+1 646-852-6876
-74.0795189,40.6382761975452,San Rasa,sri_lankan,Corson Avenue,+1 718 420-0027
-73.906164,40.7002664975452,San Remo,pizza,Myrtle Avenue,+1-718-497-1903
-73.9006902,40.69672409754521,Santa Barbarita Pizzeria,pizza,Cypress Avenue,(347) 689-4992
-73.974827,40.67568709754521,Santa Fe Veracruzano,mexican,7th Avenue,+1-347-799-1178
-73.66992509999999,40.6517657975452,Santorini Pizza & Greek Restaurant,greek;italian,Atlantic Avenue,(516) 593-9600
-73.9980179,40.7147297975452,Sanu Ria,Indonesian; Malaysian,Doyers Street,2122332286
-73.97555909999998,40.7652199975452,Sarabeth's,american,Central Park South,+1 212-826-5959
-73.9831543,40.741437997545205,Saravanaa Bhavan,indian,Lexington Avenue,+1-212-684-7755
-73.98938340000001,40.720487197545204,Sauce,italian;coffee,Rivington Street,+1 212 420 7700
-73.91949029999999,40.70429279754521,Sazon Nunez,latin_american,Wyckoff Avenue,+1-347-750-7894
-74.0048455,40.740904197545206,Scarpetta,italian,West 14th Street,+1 212 691-0555
-73.5865364,42.9033028975452,Schag A Val,sandwich;pizza;pasta;breakfast;salad,Main Street,+1 (518) 753-7410
